ID,text,Qatar Related,Geography,Politics & Conflict,Health & Wellbeing,Science,Sports,fold
4IkewKB8zaHTthIB,"وقال غالياني لوسائل الاعلام الآن بامكاننا الكشف عن السر هوندا وقع عقدا معنا وسيصبح لاعب ميلان اعتبارا من يناير
وسينضم هوندا البالغ من العمر 27 عاما إلى ميلان كلاعب حر بعد انتهاء عقد الأعوام الأربعة الذي يربطه بسسكا، سيرتدي القميص رقم 10.
وكان من المتوقع ان ينتقل هوندا إلى ميلان الصيف الماضي لكن رئيس سسكا يفغيني جينر وقف حائلا دون اتمام الصفقة رغم أن الفريق الإيطالي وبحسب ما ذكرته حينها وسائل الآعلام نقلا عن اللاعب الياباني نفسه قد لبى الشروط المالية وكان مستعدا لدفع ملايين يورو للحصول على خدماته.",0,G-2,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-2,1
hMX3OUjLrVAbef3j,"توصلت دراسة حديثة إلى أن المستويات المرتفعة من تلوث الهواء قد تقلل بشكل كبير فرص الشخص في الحصول على نوم جيد في الليل.
وأجرى الدراسة باحثون من جامعات واشنطن في سياتل وكولومبيا في نيويورك وكلية هارفارد للصحة العامة، وشملت تحليل بيانات من 1863 شخصا في ست مدن أميركية.
وقاس الباحثون مستويات ثاني أوكسيد النيتروجين، الذي ينتج عن الأنشطة الصناعية وعمليات حرق الوقود الأحفوري ومعامل توليد الطاقة، والمواد الجسيمية (Particulate Matter)، وهي مزيج من جسيمات صغيرة للغاية وقطيرات سائلة، وهي تنتج من حرائق الغابات والبراكين، وعمليات حرق الوقود الأحفوري مثل الفحم والنفط.
وتشكل المواد الجسيمية، التي يبلغ قطرها عشرة مايكرومترات أو أقل، تهديدا للصحة، إذ يمكن استنشاقها لتدخل عبر الحلق والأنف إلى الرئة.
وتبين أن الأشخاص الذين كانوا يعيشون في أعلى مستويات تلوث الهواء كانوا أكثر عرضة بنسبة 60% للمعاناة من نقص النوم على مدار خمس سنوات، مقارنة مع الأشخاص الذين كانوا يعيشون في أقل مستويات التلوث.",0,G-12,NO_POLITICS,H-2,SC-2,NO_SPORTS,1
Md2FBijdubU6BCjZ,"أكد رئيس قسم المتاحف والآثار في محافظة ""قنا"" المصرية أن علماء آثار تمكنوا من اكتشاف مومياء لتمساح عملاق محنط في إحدى المواقع الأثرية في المحافظة.
وعن الاكتشاف الجديد قال المسؤول: ""التمساح المحنط كان يجسد إله (سوبيك)، الذي كان إله الخصوبة والماء عند المصريين في حقبة الفراعنة، التمساح ضخم فعلا فطوله يتجاوز أربعة أمتار، لقد عثر عليه أثناء عمليات التنقيب التي جرت في منطقة نجع حمادي على الضفة الشرقية لنهر النيل، في تلك المنطقة يوجد عدد كبير من المقابر التي كانت تعود للنبلاء والأشخاص المقربين من الفراعنة، وفيها العديد من المعابد التي تعود للعصر الفرعوني"".
وأضاف: ""تمكن الخبراء خلال عمليات الحفر أيضا من العثور على عدد من التماسيح المحنطة الأخرى، التي تجاوز طول بعضها 1.2 متر، كما عثروا على رؤوس لحيوانات كانت تعتبر مقدسة عند المصريين القدماء، وبجانب تلك الرؤوس تم العثور على عدد من أدوات التحنيط"".
من جانبهم، أكد علماء الآثار الذين عملوا على التنقيب في الموقع المذكور أنهم سيقومون بتحليل عينات من التمساح الضخم الذي عثروا عليه ليتأكدوا من تحديد العمر الحقيقي للمومياء.
المصدر: لينتا رو
أسعد ضاهر",0,G-8,NO_POLITICS,NO_HEALTH,SC-2,NO_SPORTS,2
9NyRvz4lgi51K3ay,"مصدر الصورة AFP Image caption أبرزت الصحف العربية التظاهرات في فيرغسون في الولايات المتحدة
ضمت الصحف العربية اليوم طائفة متنوعة من الموضوعات نشير في الفقرات التالية إلى بعضها.
اتساع المظاهرات في الولايات المتحدة
أشارت الصحف العربية إلى ازدياد المظاهرات في أمريكا ضد قرار عدم توجيه أية اتهامات لشرطي أبيض قام بإطلاق النار على شاب أسود.
وبحسب تقارير إعلامية فإن المظاهرات التي بدأت الاثنين في مدينة فيرغسون بولاية ميسوري قد امتدت إلى الكثير من المدن الأخرى.
وقد زاد حنق المتظاهرين عقب تصريحات الشرطي دارين ويلسون الذي أطلق النار على الشاب الأسود مايكل براون في مقابلة تليفزيونية بأنه ""مرتاح الضمير"".
وتتصدر المظاهرات الصفحات الأولى للعديد من الصحف، حيث تقول جريدة الوفاق الإيرانية ""لیلة غضب ثانیة في فيرغسون وتظاهرات في سائر أرجاء الولايات المتحدة"".
كما أبرزت صحيفة الثورة السورية بيان الخارجية الروسية حول الاحتجاجات في عنوان يقول ""الخارجية الروسية: أحداث فيرغسون تكشف العيوب المنهجية للديمقراطية الأمريكية والانقسام العنصري العميق داخلها"".
وتضيف الصحيفة في عنوان آخر ""مظاهر الغضب تتصاعد ضد تبرئة الشرطي القاتل. احتجاجات في 170 مدينة أمريكية وأوباما يندد بأعمال العنف.""
وفي نفس السياق تقول البعث السورية ""'تمثال الحرية' يسقط في فيرغسون.. وحلم مارتن كينغ يتحوّل إلى أوهام؛ احتجاجات الغضب في يومها الثاني تمتد إلى 170 مدينة أمريكية"".
وفي مصر تقول صحيفة الأخبار ""الغضب يزداد في أمريكا وانتقال العنف من فيرغسون لكاليفورنيا"".
وفي جريدة المصري اليوم ينتقد محمد سلماوي ازدواجية معايير الغرب، قائلا ""وإذا قارنا بين ما يحدث الآن في الولايات المتحدة وما حدث في مصر أثناء فض مظاهرات الإخوان نجد الفرق الأساسي يكمن في أن المتظاهرين عندنا كانوا يحملون السيوف والأسلحة النارية، بينما المتظاهر الأمريكي الشاب كان أعزل، فأين الاحتجاجات الدولية على ما حدث في فيرجسون؟""
ويضيف سلماوي ""لقد مضى على تلك الواقعة حوالى أربعة أشهر لم نشهد خلالها حملة دولية، من جانب منظمات حقوق الإنسان الغربية ضد قتل الشرطي للشاب الأعزل ولا ضد حكم المحكمة الأخير بتبرئة الضابط بناء على أنه قال إنه تصور أن المتظاهر الأسود يهدد حياته، فاستخدم حقه في الدفاع عن النفس وقتله، فهل تقبل منظمات حقوق الإنسان الغربية أن يكون لرجال الشرطة عندنا نفس هذا الحق في الدفاع عن أنفسهم ضد من يهددون حياتهم؟""
ومن جانبه أكد قاسم حسين في الوسط البحرينية أن "" الحادثة تعيد فتح ملف العنصرية من جديد"" وقال ""هذا البلد كان يتباهى برسوخ نظامه الديمقراطي، وسيادة القانون على الجميع. وقد استطاع محامٍ أسود من أصول أفريقية، أن يصل إلى منصب الرئاسة قبل ست سنوات... مع ذلك فإن حادثةً عنصريةً واحدةً كانت كفيلةً بتفجير الوضع الأمني وإطلاق حركة احتجاجات واسعة.""
ويضيف قاسم "" الحدث يثبت مرةً أخرى، أن ممارسة شعب أو عرق أو جماعة، العنصرية ضد جماعة أو شعب آخر، تورث في النفوس البشرية جروحاً لا تندمل، ولا يمكن نسيانها"".
""وداعا أيتها الشحرورة""
وعلى صعيد آخر، استحوذت وفاة الفنانة اللبنانية صباح المعروفة بالشحرورة عن عمر يناهز الـ 87 عاما على اهتمام الصحف اللبنانية التي أفردت مساحات واسعة على صفحاتها الأولى لنعيها.
ويقول رئيس تحرير صحيفة السفير طلال سلمان "" ليس كمثلها امرأة... ولعلها أول من جذب المصريين، وسائر العرب، إلى اللهجة اللبنانية حتى 'غنوها' معها ورقصوا نشوة"". ويضيف ""لقد عاشت عمرها حتى حافة التسعين تحت شعارها الأثير: 'أحب عمري وأعشق الحياة'... وداعا أيتها 'الشحرورة'"". وتقول الأنوار في افتتاحيتها "" لقد شكلت الشحرورة ظاهرة بحد ذاتها... وبرحيلها أمس، انطوت صفحة في تاريخ لبنان الفني، واسدل الستار على قيمة فنية بارزة وقامة إنسانية شامخة، أوصلت الأغنية اللبنانية الى آفاق غير مسبوقة امتدت من المحيط الى الخليج"".
كما أفردت الصحف المصرية تغطية خاصة للشحرورة التي بزغ نجمها في سماء القاهرة.
حيث خصصت جريدة التحرير صفحتها الأولى لصورة صباح مع تعليق يقول ""شمس الشموس.. غابت"".
"" قطر بطلة الخليج""
هذا وقد اهتمت الصحف القطرية بفوز منتخبها الوطني لكرة القدم في كأس الخليج الذي أقيم بالرياض، حيث حصل الفريق على الكأس للمرة الثالثة في تاريخه بعد تغلبه على المنتخب السعودي 2-1.
وأبرزت صحيفة الوطن صورة للمنتخب وهو يحمل الكأس تحت عنوان يقول: "" رفعت راسك .. واستعدت كأسك"".
وفي مقاله المعنون ""زعيم الخليج"" يقول محمد المري في نفس الجريدة "" حفر نجوم 'العنابي' أسماءهم في قائمة أبطال الشرف مجددا، وللمرة الثالثة في تاريخ البطولة، ولأول مرة خارج الديار في أصعب اختبار لا ينجح فيه إلا الكبار ... ليضاف للإنجازات القطرية، وآخرها الصفعة التي وجهها ملف مونديال العرب 2022 للمتغطرسين والعنصريين.""
وفي افتتاحيتها، المعنونة ""قطر بطلة الخليج""، تقول صحيفة الراية ""هو إنجاز تاريخي كبير جاء في توقيت مهم لقطر قيادة وحكومة وشعبا"" مؤكدة ""أن قطر رائدة الرياضة الخليجية والعربية وأن الرياضة القطرية لن تقبل إلا أن تكون دائما في الصدارة في جميع المجالات"".
وتضيف الجريدة: "" إن طموح عنابي كرة القدم الذي استطاع أن يتربع على عرش الكرة الخليجية لن يتوقف عند هذا الحد وإنما يتخذ هذا الإنجاز خطوة للمنافسة بقوة على كأس الأمم الآسيوية التي ستقام بأستراليا في مطلع العام القادم والسعي لتحقيق إنجاز جديد للكرة القطرية ويأتي الأهم وهو الفوز بمونديال 2022 الذي ستستضيفه قطر والذي سيكون الحدث الأهم الذي يجب أن يسعى إليه العنابي من الآن"".",1,G-12,PC-1,NO_HEALTH,NO_SCIENCE,NO_SPORTS,2
6ymOxDJ0JpfeWhke,"وقال رئيس الاتحاد المغربي فوزي لقجع في مؤتمر صحفي عقد الزاكي محكوم بأهداف تنطلق ببلوغ نهائي كأس إفريقيا القادمة، ثم التأهل لكأس الأمم الإفريقية 2017 وبلوغ المربع الذهبي، وأخيرا التأهل لنهائيات كأس العالم 2018
وأضاف أي إخفاق في أي من هذه الأهداف سيؤدي لفسخ العقد
وبدوره قال الزاكي بعد التوقيع على عقد لأربع سنوات أشكر اتحاد الكرة والمدربين والجمهور المغربي الذي كان ينادي باسمي. رغم صعوبة المهمة فإننا كفريق عمل سنبذل ما في وسعنا لتأكيد صحة القرار، وذلك بإعادة الاعتبار للمنتخب المغربي حتى يتمكن من مقاطعة النتائج السلبية ومصالحة الجماهير
ويقود الزاكي أسود الأطلس في أمم إفريقيا 2015 التي تقام بالمغرب، وسبق له أن تولى تدريب المنتخب المغربي بين 2002 و2005 وقاد الفريق للمباراة النهائية في كأس الأمم الإفريقية في تونس عام 2004، لكنه خسر أمام أصحاب الأرض.
وجاء تعيين الزاكي بعد نحو أسبوع من المشاورات التي شملت عددا من المدربين الأجانب، من بينهم الإيطالي جيوفاني تراباتوني والهولنديين ديك أدفوكات وبيم فيربيك.
ونال الزاكي الكرة الذهبية كأفضل لاعب في إفريقيا عام 1986، وكان قائدا لمنتخب المغرب الذي تأهل للدور الثاني في كأس العالم بالمكسيك في العام ذاته.
وقال الزاكي بتضافر جهود الجميع يمكننا أن نعلن التحدي في كأس الأمم الإفريقية القادم في المغرب. أطلب من وسائل الإعلام والجمهور والمدربين أن نجتمع يدا في يد من أجل صنع جو جديد من التفاؤل
وأضاف اتخذت هذا القرار بجرأة رغم أن المدة المتبقية على النهائيات القارية قصيرة. كنت أتمنى أن أتسلم مسؤولية المنتخب الوطني قبل هذه الفترة لكن لن أقدم على أي تغيير بخصوص برنامج الإعداد الأولي في البرتغال بداية من 20 مايو، الذي ستتخلله مباراتان وديتان ستمكننا من وضع خارطة الطريق التي سنعمل عليها
وتابع الزاكي لا أخفي عليكم أن فرصتي كانت تبدو ضئيلة في مواجهة أسماء مثل تراباتوني وأدفوكات، مما جعلني لا ألتفت لإعداد طاقم فني خاص في إشارة إلى الجهاز الذي سيضم مصطفى حجي المهاجم السابق للمغرب وزميله سعيد شيبا كمدربين مساعدين للزاكي.
وتقام كأس الأمم الإفريقية القادمة بين 17 يناير والثامن من فبراير 2015.",0,G-6,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-3,1
yUdGnYbLKeRLTzlP,"حقق الطفل الأفغاني مرتضى أحمدي حلم لقاء نجم برشلونة الإسباني ليونيل ميسي، غير أنه يعيش حاليا كابوسا خبره آلاف الأفغان وهو التحول إلى لاجئ حرب.
واكتسب أحمدي، الطفل النحيل ذو الوجه البشوش، شهرة عام 2016 عندما تداولت وسائل الإعلام ومواقع التواصل صورته وهو يرتدي كيسا بلاستيكيا مماثلا لقميص منتخب الأرجنتين الأزرق والأبيض، عليه اسم ميسي نجم فريق برشلونة الإسباني، والرقم 10 الذي يشتهر به.
ولفت أحمدي نظر أفضل لاعب كرة قدم في العالم خمس مرات، وحقق حلم لقاء النجم على هامش مباراة ودية للنادي الكتالوني مع الأهلي السعودي أقيمت في الدوحة في ديسمبر 2016، ودخل معه أرض الملعب يدا بيد. كما أرسل ميسي، وهو سفير منظمة الأمم المتحدة للطفولة ""يونسيف""، قميصا للطفل الأفغاني يحمل توقيعه.
لكن لحظات الفرح هذه لم تدم طويلا. فقد عاد أحمدي إلى بلاده التي تمزقها النزاعات والحروب بشكل شبه متواصل منذ ثمانينات القرن الماضي، ولم يمض عامان حتى وجد نفسه متضررا بشكل مباشر هو وأفراد عائلته لترك منزلهم في ولاية غازني جنوبي شرق البلاد في نوفمبر الماضي، حالهم كحال مئات آخرين فروا من احتدام القتال إثر شن حركة طالبان هجوما على منطقة كانت في منأى إلى حد كبير عن النزاع في البلاد.
وكشفت عائلة الطفل أن الشهرة التي حظي بها مرتضى، سيف ذو حدين بالنسبة إليه فقد حقق حلمه بلقاء أحد أبرز لاعبي كرة القدم في التاريخ، إلا أنه بات محط حسد لدى البعض في بلاده.
وقالت والدة لطفل: ""كان بعض النافذين يتصلون ويقولون لقد أصبحتم أثرياء، ادفعوا المال الذي حصلتم عليه من ميسي وإلا فسنأخذ ابنكم"".
أما الطفل البالغ سبعة أعوام، فينصب اهتمامه على أمرين فقط: كرته وقميصه. ويقول ""أريد استعادتهما حتى أتمكن من اللعب (...) اشتقت لميسي"".
ويضيف: ""عندما أراه (...) سأدخل معه أرض الملعب وأشاهده يلعب""، متابعا ""أريد أن أكون إلى جانبه، أن يساعدني في الخروج من هنا. عندما أكبر، أريد أن أصبح أنا أيضا ميسي"".
المصدر: أ ف ب",0,G-11,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-2,1
9AglsDpNHlYjovue,"أشاد وزير الدولة للشؤون الخارجية لدولة قطر، سلطان بن سعد سلطان المريخي، بموقف الجزائر الذي وصفه بالمشرف من أزمة قطع العلاقات مع قطر، مشيرا إلى أنها أول بلد دعا إلى الحوار.
ونقلت وكالة الأنباء الجزائرية عن المريخي قوله إن الجزائر باعتبارها ""بلدا كبيرا في العالم الإسلامي، ونظرا لتأثيرها في المنطقة، يمكنها أن تلعب دورا في العلاقات العربية العربية""، مضيفا أن بلاده تتفق مع الجزائر في الدعوة للحوار كحل للأزمة.
إقرأ المزيد
وكان الوزير القطري الذي التقى خلال زيارته إلى الجزائر بوزير الشؤون الخارجية عبد القادر مساهل، قد صرح بأنه أثار عدة مواضيع، من بينها مستجدات الأزمة الخليجية، وزيادة توطيد العلاقات الثنائية بين البلدين.
واتخذت الجزائر موقفا محايدا من طرفي الأزمة الخليجية، وأصدرت وزارة خارجيتها بيانا عند إعلان السعودية ومصر والإمارات والبحرين قطع العلاقات مع قطر، دعت فيه إلى ""ضرورة التزام مبدأ حسن الجوار وعدم التدخل في الشؤون الداخلية للدول واحترام سيادتها الوطنية في جميع الظروف""، مشيرة إلى أنها ""واثقة بأن الصعوبات الحالية ظرفية وأن الحكمة والتحفظ سيسودان في النهاية"".
من جهة أخرى، التقى وزير الشؤون الخارجية الجزائري في العاصمة الجزائرية أمس بالمستشار بوزارة شؤون الرئاسة في الإمارات فارس المزروعي، وبحث معه التطورات الأخيرة في الخليج.
وأفاد بيان لوزارة الخارجية الجزائرية بأن ""الوزير الإماراتي قام بمناسبة هذه المحادثات بتقييم آخر التطورات في منطقة الخليج""، في حين أعاد وزير الخارجية الجزائري التذكير بموقف بلاده ""منذ اندلاع هذه الأزمة وضرورة تسوية الخلافات والنزاعات التي يمكن أن تظهر بين بلدان شقيقة وجارة عن طريق الحوار"".
المصدر: وكالات
محمد الطاهر",1,G-8,PC-1,NO_HEALTH,NO_SCIENCE,NO_SPORTS,4
KG895i1JwQV7Vbeq,"انطلق اليوم الأربعاء في موسكو منتدى ""أسبوع الطاقة الروسي"" بمشاركة كبرى شركات الطاقة العالمية ووزراء النفط والطاقة من مختلف دول العالم ومنها الخليجية، ليحضره أكثر من 11 ألف زائر.
إقرأ المزيد
ومن المقرر أن يشارك الرئيس الروسي فلاديمير بوتين في أعمال المنتدى حيث سيلقي كلمة خلال جلسته العامة.
ومن المسؤولين العرب المشاركين، وزير الطاقة والصناعة والثروة المعدنية السعودي خالد الفالح، ووزير الطاقة والصناعة القطري محمد السادة، ووزير النفط البحريني محمد بن خليفة آل خليفة.
وعن الاجتماع المحتمل بين الرئيس الروسي ووزير الطاقة السعودي، قال الكرملين إنه لا خطط لعقد لقاء منفصل، لكن اتصالات قد تجري بينهما على هامش المنتدى.
ويعتبر المنتدى الذي سيستمر حتى السبت، أحد المنصات الرئيسية التي تبحث آفاق قطاع الطاقة الروسي، وفرص التعاون الدولي في ظل الظروف الجيوسياسية الجديدة، حيث سيتبادل المشاركون الآراء والخبرات.
وستتخلل ""أسبوع الطاقة الروسي"" العديد من الفعاليات، منها ""الطاولة المستديرة""، حيث سيحضر فعالياته أكثر من 11 ألف زائر من 43 دولة.
المصدر: وكالات",1,G-9,NO_POLITICS,NO_HEALTH,SC-1,NO_SPORTS,1
jhxr3eylImpqLDHU,"والفوز هو ال200 للاعب الصربي على الأرضيات الرملية، علما بأنه لم يسبق لأي لاعب من قبل بلوغ دور الثمانية في رولان غاروس 12 مرة خلال عصر الاحتراف، لكن رافائيل نادال الفائز باللقب عشر مرات يمكن أن يعادل رقم جوكوفيتش في حال فوزه الاثنين.
وقاتل اللاعب الملقب نولي المصنف 20، بشراسة في بداية المباراة أمام فرداسكو، حيث استغرقت الأشواط الثلاثة الأولى 29 دقيقة على ملعب فيليب شاترييه.
لكن ما بدت وكأنها ليلة طويلة للاعب الذي نال 12 لقبا كبيرا، الذي تراجع في التصنيف بسبب إصابته، انتهت بشكل مريح نسبيا بفضل ضرباته القوية والإبقاء على فرداسكو في متناول يديه.
واحتاج جوكوفيتش لكسر إرسال منافسه مرة واحدة للفوز بالمجموعة الأولى رغم أن فرداسكو، الذي يلعب بيده اليسرى، سدد بعض الكرات الناجحة القوية للبقاء في المباراة، لكن آماله تلاشت في المجموعة الثانية.
وبعد وصوله إلى باريس بأقل تصنيف له منذ 2006 وبتوقعات ليست كبيرة بدا ان المصنف الأول عالميا سابقا قد استعاد تألقه في الوقت المناسب.
وخدمت القرعة اللاعب الصربي حيث أقصى فرداسكو اللاعب البلغاري غريغور ديميتروف المصنف الرابع، كما وقف الحظ بجانبه اليوم عندما خسر المصنف الثامن ديفيد غوفين أمام الإيطالي المغمور ماركو تشيكيناتو.
وسيشكل تشيكيناتو تهديدا ضئيلا لجوكوفيتش الذي ظهر بشكل رائع أمام فرداسكو المنافس الصعب الذي انتصر ثلاث مرات على اللاعب الصربي في الملاعب الرملية.",0,G-3,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-4,0
NeTdGjnFVlDhgFNO,"كان خليل رافاتي بعمر 33 عاما عندما تناول جرعة زائدة من الهيروين للمرة التاسعة، كادت تودي بحياته، إلا أن هذه الحادثة حولته من مدمن متشرد في شوارع لوس أنجلوس إلى مليونير.
فقد تمكن المسعفون من إنقاذ حياة رافاتي باستخدام جهاز الصدمات الكهربائية، defibrillator، وكانت تلك المرة الأخيرة التي يتعاطى فيها المخدرات.
أما الآن، أصبح رافاتي البالغ من العمر 46 عاما، رجلا ثريا يملك سلسلة مقاه لبيع العصائر والمشروبات ""SunLife Organics"".
Breathing in this fresh mountain air and seeing all this beauty makes me so grateful! By the Grace of God I am here. Being sober has turned my life into such an incredible miracle. Thank you God for my Sobriety 🙏🏽!!! A post shared by I Forgot to Die, Khalil Rafati (@iforgottodiebook) on Mar 13, 2017 at 4:12pm PDT
Going to learn how to snowboard/ski in Aspen ❤ stay tuned for videos of me falling 😂 A post shared by I Forgot to Die, Khalil Rafati (@iforgottodiebook) on Mar 10, 2017 at 11:27am PST
وولد رافاتي في أوهايو، لكنه سافر إلى لوس أنجلوس هربا من الاعتداء الجنسي الذي كان يتعرض له، وبدأ يعمل في بيع السيارات حيث كان من بين زبائنه الممثلة الأمريكية، إليزابيث تايلور، والفرقة الموسيقية الأمريكية ""جنز آن روزز""، إلا أن تعاطيه الهيروين جعله يتحول بسرعة إلى مدمن ومشرد في شوارع المدينة.
Feelin like summer!! A post shared by I Forgot to Die, Khalil Rafati (@iforgottodiebook) on Jul 19, 2016 at 4:39pm PDT
وكاد خليل رافاتي أن يفقد حياته بعد تعاطيه جرعة زائدة من الهيروين في حفلة في ماليبو، إلا أن المسعفين تمكنوا من إنقاذه، ما دفعه للخضوع للعلاج حتى تعافى من الإدمان، وصرح رافاتي بعد فترة قصيرة قضاها في سجن مقاطعة لوس أنجلوس، قائلا إنه وصل إلى القاع و""لم يكن هناك مرحلة أسوأ مما وصلت إليها، لذلك قررت الخضوع للعلاج"".
وبدأ رافاتي حياته الجديدة باختراع عصائر مختلفة النكهات، حيث كان يشهد إقبالا كبيرا على منتجاته ففتح محلا صغيرا، ومع تزايد الطلبات أكثر فأكثر؛ بدأ بتوسيع عمله حتى تمكن من فتح سلسة محلات تحمل اسم ""SunLife Organics"".
وقال رافاتي لصحيفة ""نيويورك تايمز"" إن الهدف من العصائر التي اخترعها هو ""تجديد شباب المرضى ودعمهم ومنحهم القوة التي هم في أشد الحاجة إليها، خاصة إذا كانوا من متعاطي المخدرات لفترة طويلة"".
المصدر: مترو
فادية سنداسني",0,G-12,NO_POLITICS,H-2,NO_SCIENCE,NO_SPORTS,2
htQqEkZrN07nvsxI,"بعض المنظمات الإغاثية قدمت مساعدات للنازحين بعدن (الجزيرة)
كارثة إنسانية
واعتبرت قالنتينا مهدي عضو لجنة إغاثة عدن أن الوضع الإنساني الذي تمر به المدينة صعب جداً جراء الحرب الدائرة منذ قرابة شهر، مما أدى إلى شح المواد الغذائية بل وانعدامها، بالإضافة إلى عدم صرف رواتب الموظفين والمتقاعدين.
وقالت في حديث للجزيرة نت إن ما يحدث في عدن كارثة إنسانية بكل ما تحمله الكلمة من معنى، ويمكن أن نسميها حالة إبادة جماعية، فالمعتدون على عدن لم يكتفوا بقتل الأبرياء، بل عمدوا إلى تخريب الكهرباء وأنابيب المياه، وقطع إمدادات الوقود، بالإضافة إلى ضعف الخدمات الطبية وعدم توفر الأدوية لأصحاب الأمراض المزمنة كمرضى السكري والفشل الكلوي والسرطان والقلب.
من جانبه، قال رئيس المؤسسة الطبية الميدانية بعدن مهيب عباد إن أهم الصعوبات التي تواجهنا في الجانب الصحي هي عملية نقل الجرحى، وتعرض المراكز الطبية للاعتداءات، وكذلك الاعتداء على المسعفين وسيارات الإسعاف، فقد قام الحوثيون بالاستيلاء على أربع سيارات إسعاف، منها سيارتان أُخذتا من مستشفى الجمهورية، وتم استخدامها في تنفيذ عمليات قتالية ضد المقاومة الشعبية.
وأكد عباد للجزيرة نت أن هناك نقصا شديدا في الأدوية والمستلزمات الطبية، خاصة مستلزمات العمليات الجراحية، وأن المستشفيات العامة العاملة بعدن ثلاثة فقط، وقدرتها الاستيعابية محدودة جداً، كما نعاني من نقص كبير في الطاقم الطبي، فرحيل الكوادر الأجنبية خلق نقصاً كبيراً، بالإضافة إلى أن بعض الكوادر لا تستطيع الوصول للمستشفيات جراء المواجهات المسلحة وانقطاع بعض الطرقات، الأمر الذي يجعل الطواقم الموجودة تعمل على مدار الساعة أحياناً.
الفوضى والحواجز والقناصة تمنع الكثير من سكان عدن من مغادرة منازلهم (الجزيرة)
مستشفيات ميدانية
وأشار عباد إلى أن الصليب الأحمر قدَّم بعض المساعدات الطبية وأحضر طاقماً طبياً أسهم في تفعيل مستشفى الجمهورية، وأن هناك مساعدات أخرى من الهلال الأحمر القطري، ومن منظمة أطباء بلا حدود، إلا إن كل ذلك يعد ضعيفاً جداً مقارنة بالوضع الكارثي الذي تعيشه المدينة.
بدوره، يرى عبد الرحمن أنيس مدير تحرير صحيفة 14 أكتوبر الرسمية أن الوضع الإنساني في عدن يعد كارثياً، خاصة في المناطق التي يتواجد فيها الحوثيون. مشيراً إلى أن منطقة المعلا تزداد المعاناة فيها بشكل أكبر، فقد صار سكانها يتضورون جوعاً، وأغلبية الأسر فيها لا تجد ما تسد به رمقها.
ويضيف أن ""الكثير من العائلات لا تستطيع الخروج من منازلها لأن القناصة الحوثيون ينشرون الموت في كل مكان""، وحتى إن تمكنت من الخروج فإن المواد الغذائية غير متوفرة في الأسواق، بل حتى المساعدات التي توزع في مناطق أخرى لا يمكن إيصالها إلى هناك جراء الاشتباكات المستمرة.
وقال أنيس للجزيرة نت إن ""أبناء عدن يناشدون المجتمع الدولي الضغط على الحوثيين لوقف الاشتباكات وتخصيص ممر إنساني آمن لإيصال المساعدات الغذائية والطبية"".",0,G-7,PC-1,H-1,NO_SCIENCE,NO_SPORTS,4
